TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2019,1,1,21,0,70XX BALMORAL ST,Victoria-Fraserview,495019.5806,5451944.524
Theft from Vehicle,2019,3,1,19,0,70XX ELLIOTT ST,Victoria-Fraserview,496008.8055,5451933.005
Theft from Vehicle,2019,10,11,22,15,70XX HUDSON ST,Oakridge,490157.7482,5452231.432
Theft from Vehicle,2019,2,19,19,30,70XX LANARK ST,Victoria-Fraserview,494462.1636,5451959.657
Theft from Vehicle,2019,11,4,14,0,70XX MONT ROYAL SQ,Killarney,497239.55,5451911.24
Theft from Vehicle,2019,1,21,23,0,70XX NEAL ST,Oakridge,491085.9407,5452069.41
Theft from Vehicle,2019,8,6,0,0,70XX ONTARIO ST,Sunset,492275.2587,5451974.411
Theft from Vehicle,2019,4,15,0,0,70XX PRINCE EDWARD ST,Sunset,492893.4685,5452024.14
Theft from Vehicle,2019,4,28,0,0,70XX QUEBEC ST,Sunset,492425.6341,5451995.536
Theft from Vehicle,2019,10,27,23,0,70XX SELKIRK ST,Oakridge,490276.5923,5452183.68
Theft from Vehicle,2019,6,5,20,0,70XX STIRLING ST,Victoria-Fraserview,495585.942,5451936.466
Theft from Vehicle,2019,1,28,0,0,70XX VICTORIA DR,Victoria-Fraserview,495197.1265,5451872.342
Theft from Vehicle,2019,10,11,22,0,70XX WALES ST,Victoria-Fraserview,496162.5893,5451934.212
Theft from Vehicle,2019,7,20,14,0,70XX WERKS DR,Killarney,497677.0363,5451879.548
Theft from Vehicle,2019,10,10,22,0,71XX ADERA ST,Kerrisdale,489534.7659,5452006.003
Theft from Vehicle,2019,1,8,4,46,71XX ARBUTUS ST,Kerrisdale,488758.3016,5452108.256
Theft from Vehicle,2019,5,15,10,0,71XX ASH CRES,Oakridge,491306.1331,5451959.541
Theft from Vehicle,2019,4,13,22,30,71XX ASH CRES,Oakridge,491333.094,5451989.991
Theft from Vehicle,2019,5,16,12,0,71XX ASH CRES,Oakridge,491333.094,5451989.991
Theft from Vehicle,2019,5,3,22,0,71XX CAMANO ST,Killarney,498047.1113,5451830.739
Theft from Vehicle,2019,7,29,18,0,71XX CAMBIE ST,Oakridge,491486.0431,5451961.716
Theft from Vehicle,2019,1,19,14,0,71XX CHAMPLAIN CRES,Killarney,497646.2451,5451797.75
Theft from Vehicle,2019,5,11,0,0,71XX CHAMPLAIN CRES,Killarney,497647.0615,5451792.179
Theft from Vehicle,2019,8,12,21,30,71XX CHAMPLAIN CRES,Killarney,497647.0615,5451792.179
Theft from Vehicle,2019,1,21,4,10,71XX CULLODEN ST,Sunset,494275.3596,5451794.434
Theft from Vehicle,2019,8,1,6,0,71XX DUMFRIES ST,Victoria-Fraserview,494499.6276,5451833.247
Theft from Vehicle,2019,6,1,18,0,71XX DUMFRIES ST,Victoria-Fraserview,494499.726,5451838.545
Theft from Vehicle,2019,1,23,19,0,71XX MAPLE ST,Kerrisdale,488869.8668,5452030.409
Theft from Vehicle,2019,9,29,0,0,71XX NANAIMO ST,Victoria-Fraserview,495683.7113,5451784.409
Theft from Vehicle,2019,8,12,22,30,71XX NEAL ST,Oakridge,491102.7892,5451924.507
Theft from Vehicle,2019,7,7,17,45,71XX NEAL ST,Oakridge,491103.3454,5451994.719
Theft from Vehicle,2019,8,8,9,30,71XX QUATSINO DR,Killarney,498135.5229,5451876.086
Theft from Vehicle,2019,9,1,0,0,71XX QUATSINO DR,Killarney,498135.5229,5451876.086
Theft from Vehicle,2019,4,11,3,24,71XX SELKIRK ST,Oakridge,490272.8546,5451986.302
Theft from Vehicle,2019,2,4,16,0,71XX SHERBROOKE ST,Sunset,494063.4571,5451869.679
Theft from Vehicle,2019,5,3,4,0,71XX STIRLING ST,Victoria-Fraserview,495574.348,5451796.008
Theft from Vehicle,2019,8,15,7,23,71XX VIVIAN DR,Killarney,496322.1645,5451825.659
Theft from Vehicle,2019,10,24,20,0,72XX ADERA ST,Kerrisdale,489532.6383,5451868.424
Theft from Vehicle,2019,4,13,19,0,72XX ASH CRES,Oakridge,491235.684,5451844.408
Theft from Vehicle,2019,5,17,16,0,72XX ASHBURN ST,Victoria-Fraserview,495994.9263,5451743.16
Theft from Vehicle,2019,6,2,23,0,72XX CAMANO ST,Killarney,498124.1283,5451803.904
Theft from Vehicle,2019,5,1,0,0,72XX CAMBIE ST,Oakridge,491483.1049,5451845.65
Theft from Vehicle,2019,5,4,3,0,72XX CAMBIE ST,Oakridge,491483.1049,5451845.65
Theft from Vehicle,2019,5,3,22,30,72XX CAMBIE ST,Oakridge,491483.9175,5451877.752
Theft from Vehicle,2019,8,28,20,0,72XX DUFF ST,Victoria-Fraserview,495299.0138,5451771.022
Theft from Vehicle,2019,8,21,9,0,72XX ELMHURST DR,Killarney,496574.436,5451718.621
Theft from Vehicle,2019,4,10,21,30,72XX FRASER ST,Sunset,493373.6577,5451770.756
Theft from Vehicle,2019,11,7,0,0,72XX KILLARNEY ST,Killarney,496678.0363,5451775.721
Theft from Vehicle,2019,4,7,20,0,72XX NANAIMO ST,Victoria-Fraserview,495684.0147,5451759.017
Theft from Vehicle,2019,7,9,19,0,72XX NEAL ST,Oakridge,491102.701,5451913.359
Theft from Vehicle,2019,7,23,13,0,72XX QUATSINO DR,Killarney,498160.8561,5451745.105
Theft from Vehicle,2019,6,25,7,57,73XX COLUMBIA ST,Marpole,491920.6661,5451632.976
Theft from Vehicle,2019,5,27,18,0,73XX FRASER ST,Sunset,493371.57,5451668.121
Theft from Vehicle,2019,6,7,14,0,73XX JASPER CRES,Victoria-Fraserview,494977.6555,5451553.266
Theft from Vehicle,2019,4,9,0,0,73XX JASPER CRES,Victoria-Fraserview,495072.0089,5451593.102
Theft from Vehicle,2019,11,11,9,30,73XX KILLARNEY ST,Killarney,496604.9889,5451695.573
Theft from Vehicle,2019,2,26,21,30,73XX KNIGHT ST,Victoria-Fraserview,494393.3394,5451706.448
Theft from Vehicle,2019,8,14,14,10,73XX KOKANEE PL,Killarney,497985.9814,5451623.674
Theft from Vehicle,2019,2,13,13,0,73XX MAPLE ST,Kerrisdale,488902.5112,5451853.62
Theft from Vehicle,2019,5,16,5,0,73XX PINNACLE CRT,Killarney,497994.937,5451548.229
Theft from Vehicle,2019,7,30,0,0,73XX PRINCE EDWARD ST,Sunset,492887.4582,5451733.534
Theft from Vehicle,2019,1,17,20,0,74XX ANGUS DR,Kerrisdale,489194.0518,5451701.215
Theft from Vehicle,2019,3,9,22,0,74XX ANGUS DR,Kerrisdale,489194.0518,5451701.215
Theft from Vehicle,2019,7,19,20,0,74XX ANGUS DR,Kerrisdale,489197.1972,5451753.522
Theft from Vehicle,2019,5,30,22,0,74XX ANGUS DR,Marpole,489203.4266,5451736.142
Theft from Vehicle,2019,8,30,4,0,74XX ANGUS DR,Marpole,489203.4266,5451736.142
Theft from Vehicle,2019,2,27,22,5,74XX COLUMBIA ST,Marpole,491920.3636,5451621.967
Theft from Vehicle,2019,10,17,19,45,74XX CULLODEN ST,Sunset,494282.1312,5451542.249
Theft from Vehicle,2019,9,28,21,0,74XX CULLODEN ST,Sunset,494282.5425,5451611.386
Theft from Vehicle,2019,4,30,5,32,74XX DUMFRIES ST,Victoria-Fraserview,494504.7996,5451608.238
Theft from Vehicle,2019,5,25,19,0,74XX GRANVILLE ST,Marpole,489784.5308,5451637.377
Theft from Vehicle,2019,1,18,0,0,74XX HUMM ST,Victoria-Fraserview,495388.6569,5451571.693
Theft from Vehicle,2019,10,18,20,0,74XX INVERNESS ST,Sunset,494172.2063,5451613.077
Theft from Vehicle,2019,2,18,21,0,74XX JASPER CRES,Victoria-Fraserview,494956.5035,5451534.889
Theft from Vehicle,2019,5,22,16,30,74XX NEWCASTLE CRT,Killarney,497890.9655,5451545.565
Theft from Vehicle,2019,9,25,1,0,74XX SHERBROOKE ST,Sunset,494059.3377,5451549.571
Theft from Vehicle,2019,4,18,0,30,74XX STIRLING ST,Victoria-Fraserview,495574.7767,5451504.115
Theft from Vehicle,2019,7,17,14,0,74XX TALON SQ,Killarney,498136.4356,5451624.721
Theft from Vehicle,2019,7,16,15,0,74XX TALON SQ,Killarney,498152.3684,5451547.968
Theft from Vehicle,2019,7,22,1,0,74XX TAMARIND DR,Killarney,498217.1197,5451612.736
Theft from Vehicle,2019,8,11,22,0,74XX VIVIAN DR,Killarney,496315.3983,5451575.34
Theft from Vehicle,2019,4,7,17,30,74XX WINDSOR ST,Sunset,493780.6855,5451616.089
Theft from Vehicle,2019,5,27,18,30,75XX ASHBURN ST,Victoria-Fraserview,495895.9752,5451521.786
Theft from Vehicle,2019,7,17,22,0,75XX CRESSWELL CRT,Killarney,498105.5392,5451438.122
Theft from Vehicle,2019,9,3,0,51,75XX HEATHER ST,Marpole,490972.7737,5451553.342
Theft from Vehicle,2019,5,9,22,0,75XX JASPER CRES,Victoria-Fraserview,494914.8604,5451476.808
Theft from Vehicle,2019,9,21,17,0,75XX MAIN ST,Sunset,492570.3207,5451544.331
Theft from Vehicle,2019,4,5,20,30,75XX PRINCE EDWARD ST,Sunset,492883.0596,5451529.305
Theft from Vehicle,2019,7,25,18,44,75XX STANLEY PARK DR,Stanley Park,488626.0377,5460984.242
Theft from Vehicle,2019,10,1,14,55,75XX STANLEY PARK DR,Stanley Park,488626.0377,5460984.242
Theft from Vehicle,2019,1,3,16,40,75XX STANLEY PARK DR,Stanley Park,488627.398,5460985.748
Theft from Vehicle,2019,2,2,18,45,75XX STANLEY PARK DR,Stanley Park,488627.398,5460985.748
Theft from Vehicle,2019,2,15,18,15,75XX STANLEY PARK DR,Stanley Park,488627.398,5460985.748
Theft from Vehicle,2019,2,25,17,30,75XX STANLEY PARK DR,Stanley Park,488627.398,5460985.748
Theft from Vehicle,2019,4,6,20,15,75XX STANLEY PARK DR,Stanley Park,488627.398,5460985.748
Theft from Vehicle,2019,2,3,0,0,76XX BLAYDON CRT,Killarney,498036.3137,5451334.652
Theft from Vehicle,2019,7,2,16,0,76XX BYWELL CRT,Killarney,498096.0272,5451366.96
Theft from Vehicle,2019,4,1,12,0,76XX CAMBIE ST,Marpole,491470.8351,5451419.666
Theft from Vehicle,2019,9,13,21,0,76XX COLUMBIA ST,Marpole,491799.4778,5451452.136
Theft from Vehicle,2019,8,1,21,0,76XX HEATHER ST,Marpole,490978.895,5451430.823
Theft from Vehicle,2019,4,30,13,44,76XX PRINCE ALBERT ST,Sunset,493592.6081,5451394.874
Theft from Vehicle,2019,10,3,0,0,76XX SELKIRK ST,Marpole,490325.3459,5451428.287
Theft from Vehicle,2019,10,16,19,0,77XX BIRCH ST,Marpole,490082.5964,5451495.649
Theft from Vehicle,2019,6,9,17,0,77XX CLEADON CRT,Killarney,498084.2875,5451284.063
Theft from Vehicle,2019,8,28,0,0,77XX GRANVILLE ST,Marpole,489787.2774,5451380.8
Theft from Vehicle,2019,10,16,20,0,77XX JASPER CRES,Victoria-Fraserview,494903.9522,5451308.471
Theft from Vehicle,2019,3,23,0,0,77XX JASPER CRES,Victoria-Fraserview,494945.6463,5451220.823
Theft from Vehicle,2019,8,10,16,0,77XX KINROSS ST,Killarney,497299.2909,5451312.395
Theft from Vehicle,2019,7,1,11,30,77XX MUNROE CRES,Killarney,497180.9936,5451303.916
Theft from Vehicle,2019,5,6,22,30,77XX OSLER ST,Marpole,490434.1685,5451375.68
Theft from Vehicle,2019,10,19,11,0,77XX PRINCE ALBERT ST,Sunset,493595.8375,5451257.883
Theft from Vehicle,2019,2,18,23,0,77XX ROSS ST,Sunset,493948.5074,5451322.148
Theft from Vehicle,2019,6,6,5,0,77XX ROSS ST,Sunset,493948.5074,5451322.148
Theft from Vehicle,2019,9,14,3,30,77XX ROSS ST,Sunset,493948.5074,5451322.148
Theft from Vehicle,2019,8,14,13,0,77XX SPARBROOK CRES,Killarney,497415.1608,5451365.586
Theft from Vehicle,2019,10,23,18,0,77XX SPARBROOK CRES,Killarney,497495.044,5451236.351
Theft from Vehicle,2019,7,15,16,0,77XX WINDSOR ST,Sunset,493754.2501,5451294.258
Theft from Vehicle,2019,5,4,3,52,77XX WINDSOR ST,Sunset,493754.2773,5451249.98
Theft from Vehicle,2019,2,25,16,0,77XX WINDSOR ST,Sunset,493763.374,5451326.991
Theft from Vehicle,2019,4,29,17,0,78XX CARTIER ST,Marpole,489981.0991,5451262.168
Theft from Vehicle,2019,5,6,18,0,78XX CARTIER ST,Marpole,489982.6724,5451360.733
Theft from Vehicle,2019,5,18,8,0,78XX CARTIER ST,Marpole,489982.6724,5451360.733
Theft from Vehicle,2019,8,12,19,0,78XX ELLIOTT ST,Victoria-Fraserview,495983.3227,5451198.403
Theft from Vehicle,2019,11,1,21,15,78XX FRASER ST,Sunset,493371.1944,5451216.749
Theft from Vehicle,2019,7,17,22,30,78XX FRASER ST,Sunset,493371.7093,5451240.895
Theft from Vehicle,2019,8,28,8,16,78XX GRANVILLE ST,Marpole,489785.425,5451328.32
Theft from Vehicle,2019,6,14,23,0,78XX JASPER CRES,Victoria-Fraserview,495113.7814,5451084.716
Theft from Vehicle,2019,3,7,0,0,78XX WINDSOR ST,Sunset,493754.0492,5451187.801
Theft from Vehicle,2019,4,12,22,0,78XX YUKON ST,Marpole,491657.2215,5451230.094
Theft from Vehicle,2019,8,27,22,0,79XX CAMBIE ST,Marpole,491461.4831,5451096.609
Theft from Vehicle,2019,9,19,2,0,79XX CAMBIE ST,Marpole,491492.1685,5451157.909
Theft from Vehicle,2019,3,20,5,18,79XX HEATHER ST,Marpole,490961.6476,5451139.756
Theft from Vehicle,2019,7,13,12,0,79XX KNIGHT ST,Sunset,494379.048,5451087.3
Theft from Vehicle,2019,8,8,22,0,79XX LIMEWOOD PL,Killarney,498138.7463,5451012.769
Theft from Vehicle,2019,1,2,23,0,79XX ONTARIO ST,Sunset,492244.3543,5451101.688
Theft from Vehicle,2019,6,1,7,45,79XX ONTARIO ST,Marpole,492237.1365,5451142.048
Theft from Vehicle,2019,9,20,21,0,79XX YUKON ST,Marpole,491653.0645,5451070.644
Theft from Vehicle,2019,10,28,9,18,7X CASSIAR ST,Hastings-Sunrise,497759.2497,5459040.303
Theft from Vehicle,2019,8,10,22,30,7X E 23RD AVE,Riley Park,492470.5972,5455248.66
Theft from Vehicle,2019,6,6,1,20,7X E 50TH AVE,Sunset,492401.1625,5452442.191
Theft from Vehicle,2019,2,8,19,0,7X E 57TH AVE,Sunset,492381.8894,5451759.76
Theft from Vehicle,2019,7,20,17,0,7X E PENDER ST,Central Business District,492525.0314,5458643.118
Theft from Vehicle,2019,10,14,0,0,7X N SLOCAN ST,Hastings-Sunrise,496417.8332,5459189.873
Theft from Vehicle,2019,10,21,16,0,7X ONTARIO PL,Sunset,492414.5139,5453312.434
Theft from Vehicle,2019,5,13,0,0,7X W 12TH AVE,Mount Pleasant,492247.3709,5456402.776
Theft from Vehicle,2019,7,20,23,0,7X W 13TH AVE,Mount Pleasant,492249.8885,5456291.543
Theft from Vehicle,2019,7,2,22,30,7X W 38TH AVE,Riley Park,492181.8254,5453745.954
Theft from Vehicle,2019,8,16,12,0,7X W 40TH AVE,Riley Park,492186.3452,5453545.858
Theft from Vehicle,2019,3,24,19,0,7X W CORDOVA ST,Central Business District,492286.6722,5458892.802
Theft from Vehicle,2019,1,29,2,0,7X WALTER HARDWICK AVE,Mount Pleasant,492288.7362,5457582.783
Theft from Vehicle,2019,8,15,14,30,7X WALTER HARDWICK AVE,Mount Pleasant,492288.7362,5457582.783
Theft from Vehicle,2019,4,8,16,0,7XX ALEXANDER ST,Strathcona,493504.4043,5459016.184
Theft from Vehicle,2019,7,10,7,0,7XX ALEXANDER ST,Strathcona,493507.8831,5459016.119
Theft from Vehicle,2019,9,13,19,20,7XX ALEXANDER ST,Strathcona,493507.8831,5459016.119
Theft from Vehicle,2019,10,8,14,45,7XX ALEXANDER ST,Strathcona,493507.8831,5459016.119
Theft from Vehicle,2019,4,15,17,0,7XX ALEXANDER ST,Strathcona,493511.0781,5459016.059
Theft from Vehicle,2019,4,21,12,0,7XX ALEXANDER ST,Strathcona,493598.7201,5459006.903
Theft from Vehicle,2019,10,3,8,13,7XX ALEXANDER ST,Strathcona,493598.7201,5459006.903
Theft from Vehicle,2019,1,19,12,0,7XX BEACH AVE,Central Business District,490482.5272,5457945.716
Theft from Vehicle,2019,3,8,16,0,7XX BEATTY ST,Central Business District,491789.6906,5458406.299
Theft from Vehicle,2019,3,12,19,30,7XX BEATTY ST,Central Business District,491789.6906,5458406.299
Theft from Vehicle,2019,3,15,11,30,7XX BEATTY ST,Central Business District,491789.6906,5458406.299
Theft from Vehicle,2019,5,14,21,0,7XX BEATTY ST,Central Business District,491789.6906,5458406.299
Theft from Vehicle,2019,5,25,23,0,7XX BEATTY ST,Central Business District,491789.6906,5458406.299
Theft from Vehicle,2019,10,22,0,0,7XX BEATTY ST,Central Business District,491789.6906,5458406.299
Theft from Vehicle,2019,11,2,15,0,7XX BEATTY ST,Central Business District,491789.6906,5458406.299
Theft from Vehicle,2019,3,11,23,0,7XX BEATTY ST,Central Business District,491837.5197,5458441.198
Theft from Vehicle,2019,9,10,22,30,7XX BROUGHTON ST,West End,490625.1157,5459548.554
Theft from Vehicle,2019,11,8,17,0,7XX BROUGHTON ST,West End,490625.1157,5459548.554
Theft from Vehicle,2019,4,2,19,45,7XX BROUGHTON ST,West End,490631.4037,5459541.915
Theft from Vehicle,2019,4,21,18,0,7XX BURRARD ST,West End,491083.4934,5458975.669
Theft from Vehicle,2019,6,17,9,30,7XX BURRARD ST,West End,491107.1134,5458998.836
Theft from Vehicle,2019,7,22,8,40,7XX BURRARD ST,West End,491107.1134,5458998.836
Theft from Vehicle,2019,7,29,19,0,7XX BURRARD ST,West End,491107.1134,5458998.836
Theft from Vehicle,2019,2,15,19,0,7XX BURRARD ST,West End,491107.3849,5458999.101
Theft from Vehicle,2019,2,15,16,30,7XX BUTE ST,West End,490795.069,5459279.361
Theft from Vehicle,2019,9,6,19,0,7XX BUTE ST,West End,490795.069,5459279.361
Theft from Vehicle,2019,2,28,20,0,7XX BUTE ST,West End,490887.7862,5459379.136
Theft from Vehicle,2019,5,9,16,0,7XX BUTE ST,West End,490887.7862,5459379.136
Theft from Vehicle,2019,6,20,18,0,7XX BUTE ST,West End,490887.7862,5459379.136
Theft from Vehicle,2019,6,29,23,30,7XX BUTE ST,West End,490887.7862,5459379.136
Theft from Vehicle,2019,8,17,19,0,7XX BUTE ST,West End,490887.7862,5459379.136
Theft from Vehicle,2019,7,28,17,0,7XX CAMBIE ST,Central Business District,491665.6958,5458411.214
Theft from Vehicle,2019,2,15,23,30,7XX CAMBIE ST,Central Business District,491666.9798,5458425.469
Theft from Vehicle,2019,2,19,7,30,7XX CAMBIE ST,Central Business District,491701.7211,5458447.423
Theft from Vehicle,2019,5,13,15,0,7XX CAMBIE ST,Central Business District,491701.7211,5458447.423
Theft from Vehicle,2019,7,24,20,0,7XX CAMBIE ST,Central Business District,491713.0449,5458458.804
Theft from Vehicle,2019,10,10,8,47,7XX CAMBIE ST,Central Business District,491713.0449,5458458.804
Theft from Vehicle,2019,5,27,18,15,7XX CAMBIE ST,Central Business District,491758.1393,5458504.127
Theft from Vehicle,2019,5,28,20,0,7XX CAMBIE ST,Central Business District,491758.1393,5458504.127
Theft from Vehicle,2019,7,30,22,40,7XX CAMBIE ST,Central Business District,491758.1393,5458504.127
Theft from Vehicle,2019,7,31,9,0,7XX CAMBIE ST,Central Business District,491758.1393,5458504.127
Theft from Vehicle,2019,9,19,18,30,7XX CAMBIE ST,Central Business District,491758.1393,5458504.127
Theft from Vehicle,2019,9,20,19,30,7XX CAMBIE ST,Central Business District,491758.1393,5458504.127
Theft from Vehicle,2019,10,13,21,0,7XX CAMBIE ST,Central Business District,491758.1393,5458504.127
Theft from Vehicle,2019,10,19,16,52,7XX CAMBIE ST,Central Business District,491758.1393,5458504.127
Theft from Vehicle,2019,11,2,8,0,7XX CAMBIE ST,Central Business District,491758.1393,5458504.127
Theft from Vehicle,2019,11,6,18,29,7XX CAMBIE ST,Central Business District,491758.1393,5458504.127
Theft from Vehicle,2019,1,31,9,0,7XX CAMBIE ST,Central Business District,491760.5943,5458506.595
Theft from Vehicle,2019,2,9,22,37,7XX CAMBIE ST,Central Business District,491760.5943,5458506.595
Theft from Vehicle,2019,3,5,1,22,7XX CAMBIE ST,Central Business District,491760.5943,5458506.595
Theft from Vehicle,2019,3,18,22,30,7XX CAMBIE ST,Central Business District,491760.5943,5458506.595
Theft from Vehicle,2019,3,28,21,40,7XX CAMBIE ST,Central Business District,491760.5943,5458506.595
Theft from Vehicle,2019,4,18,20,0,7XX CAMBIE ST,Central Business District,491760.5943,5458506.595
Theft from Vehicle,2019,5,9,15,0,7XX CAMBIE ST,Central Business District,491760.5943,5458506.595
Theft from Vehicle,2019,5,9,18,0,7XX CAMBIE ST,Central Business District,491760.5943,5458506.595
Theft from Vehicle,2019,4,30,17,0,7XX CARDERO ST,West End,490407.5899,5459673.074
Theft from Vehicle,2019,10,26,0,1,7XX CHILCO ST,West End,490015.3249,5460150.416
Theft from Vehicle,2019,2,18,11,48,7XX DAVIE ST,Central Business District,490773.1242,5458328.412
Theft from Vehicle,2019,8,12,20,0,7XX DAVIE ST,Central Business District,490809.1144,5458279.812
Theft from Vehicle,2019,9,5,19,30,7XX DENMAN ST,West End,490228.2862,5459941.399
Theft from Vehicle,2019,2,4,19,0,7XX DRAKE ST,Central Business District,490634.7781,5458221.406
Theft from Vehicle,2019,7,5,19,0,7XX DRAKE ST,Central Business District,490642.6997,5458226.43
Theft from Vehicle,2019,7,29,16,8,7XX DRAKE ST,Central Business District,490642.6997,5458226.43
Theft from Vehicle,2019,9,12,21,0,7XX DRAKE ST,Central Business District,490657.6995,5458198.709
Theft from Vehicle,2019,9,25,16,57,7XX DRAKE ST,Central Business District,490686.2235,5458170.71
Theft from Vehicle,2019,1,16,12,12,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.57
Theft from Vehicle,2019,2,2,11,0,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.57
Theft from Vehicle,2019,2,13,9,20,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.57
Theft from Vehicle,2019,2,17,22,45,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.57
Theft from Vehicle,2019,4,3,11,45,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.57
Theft from Vehicle,2019,4,19,17,45,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.57
Theft from Vehicle,2019,4,28,12,30,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.57
Theft from Vehicle,2019,5,20,15,0,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.57
Theft from Vehicle,2019,5,26,10,30,7XX DUNSMUIR ST,Central Business District,491483.7724,5459051.57
Theft from Vehicle,2019,6,11,16,0,7XX DUNSMUIR ST,Central Business District,491485.3891,5459049.952
Theft from Vehicle,2019,6,14,12,30,7XX DUNSMUIR ST,Central Business District,491485.3891,5459049.952
Theft from Vehicle,2019,7,10,15,0,7XX DUNSMUIR ST,Central Business District,491485.3891,5459049.952
Theft from Vehicle,2019,8,5,13,0,7XX DUNSMUIR ST,Central Business District,491485.3891,5459049.952
Theft from Vehicle,2019,8,20,15,0,7XX DUNSMUIR ST,Central Business District,491485.3891,5459049.952
Theft from Vehicle,2019,8,23,12,15,7XX DUNSMUIR ST,Central Business District,491485.3891,5459049.952
Theft from Vehicle,2019,9,15,14,0,7XX DUNSMUIR ST,Central Business District,491485.3891,5459049.952
Theft from Vehicle,2019,9,22,13,0,7XX DUNSMUIR ST,Central Business District,491485.3891,5459049.952
Theft from Vehicle,2019,10,5,11,0,7XX DUNSMUIR ST,Central Business District,491485.3891,5459049.952
Theft from Vehicle,2019,10,5,18,0,7XX DUNSMUIR ST,Central Business District,491485.3891,5459049.952
Theft from Vehicle,2019,10,21,18,15,7XX DUNSMUIR ST,Central Business District,491485.3891,5459049.952
Theft from Vehicle,2019,11,1,6,0,7XX DUNSMUIR ST,Central Business District,491485.3891,5459049.952
Theft from Vehicle,2019,11,9,19,12,7XX DUNSMUIR ST,Central Business District,491485.3891,5459049.952
Theft from Vehicle,2019,3,3,5,0,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.805
Theft from Vehicle,2019,3,7,19,30,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.805
Theft from Vehicle,2019,3,9,18,0,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.805
Theft from Vehicle,2019,3,30,7,0,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.805
Theft from Vehicle,2019,10,31,23,0,7XX DUNSMUIR ST,Central Business District,491512.5072,5459022.805
Theft from Vehicle,2019,5,9,22,0,7XX DURWARD AVE,Kensington-Cedar Cottage,493537.4162,5454238.285
Theft from Vehicle,2019,10,2,21,0,7XX DURWARD AVE,Kensington-Cedar Cottage,493589.1694,5454237.935
Theft from Vehicle,2019,1,11,23,30,7XX E 11TH AVE,Mount Pleasant,493538.3135,5456436.363
Theft from Vehicle,2019,8,21,12,47,7XX E 11TH AVE,Mount Pleasant,493640.5213,5456425.732
Theft from Vehicle,2019,6,18,20,30,7XX E 13TH AVE,Mount Pleasant,493516.9407,5456226.743
Theft from Vehicle,2019,3,13,19,0,7XX E 14TH AVE,Mount Pleasant,493510.2494,5456129.597
Theft from Vehicle,2019,6,14,12,0,7XX E 14TH AVE,Mount Pleasant,493579.3862,5456137.998
Theft from Vehicle,2019,4,11,20,0,7XX E 15TH AVE,Mount Pleasant,493492.3353,5456043.36
Theft from Vehicle,2019,8,18,18,0,7XX E 15TH AVE,Mount Pleasant,493498.8752,5456042.957
Theft from Vehicle,2019,8,14,18,6,7XX E 15TH AVE,Mount Pleasant,493529.8929,5456041.051
Theft from Vehicle,2019,3,28,3,0,7XX E 15TH AVE,Mount Pleasant,493581.3399,5456047.049
Theft from Vehicle,2019,8,18,23,11,7XX E 15TH AVE,Mount Pleasant,493625.9508,5456044.307
Theft from Vehicle,2019,2,24,13,15,7XX E 16TH AVE,Kensington-Cedar Cottage,493513.9018,5455958.819
Theft from Vehicle,2019,9,29,22,30,7XX E 16TH AVE,Kensington-Cedar Cottage,493516.4048,5455958.765
Theft from Vehicle,2019,10,15,19,30,7XX E 17TH AVE,Kensington-Cedar Cottage,493465.7663,5455861.918
Theft from Vehicle,2019,3,5,7,35,7XX E 17TH AVE,Kensington-Cedar Cottage,493502.7696,5455870.242
Theft from Vehicle,2019,7,7,20,0,7XX E 18TH AVE,Kensington-Cedar Cottage,493462.7745,5455761.703
Theft from Vehicle,2019,5,8,13,0,7XX E 19TH AVE,Kensington-Cedar Cottage,493546.288,5455667.889
Theft from Vehicle,2019,9,28,19,0,7XX E 19TH AVE,Kensington-Cedar Cottage,493593.527,5455666.646
Theft from Vehicle,2019,6,10,15,0,7XX E 21ST AVE,Kensington-Cedar Cottage,493454.7219,5455457.734
Theft from Vehicle,2019,5,15,16,50,7XX E 21ST AVE,Kensington-Cedar Cottage,493500.6029,5455456.871
Theft from Vehicle,2019,7,22,21,0,7XX E 23RD AVE,Kensington-Cedar Cottage,493450.2108,5455257.181
Theft from Vehicle,2019,2,2,23,0,7XX E 23RD AVE,Kensington-Cedar Cottage,493508.167,5455265.476
Theft from Vehicle,2019,5,15,21,0,7XX E 26TH AVE,Kensington-Cedar Cottage,493439.0108,5454981.414
Theft from Vehicle,2019,9,16,3,40,7XX E 26TH AVE,Kensington-Cedar Cottage,493459.2194,5454980.639
Theft from Vehicle,2019,1,28,19,0,7XX E 28TH AVE,Kensington-Cedar Cottage,493435.4579,5454751.444
